date,cape,market
1956-05-31,18.544506591754434,US
1956-06-30,18.158163846958697,US
1956-07-31,18.856797596896786,US
1956-08-31,18.670937110186422,US
1956-09-30,17.83664079631202,US
1956-10-31,17.41895294863613,US
1956-11-30,17.120339736628257,US
1956-12-31,17.197522725560923,US
1957-01-31,16.717780078533007,US
1957-02-28,15.843733142229743,US
1957-03-31,15.900417108869165,US
1957-04-30,16.123704360211754,US
1957-05-31,16.59811078911426,US
1957-06-30,16.729918872472865,US
1957-07-31,16.868882383979795,US
1957-08-31,15.868942729452241,US
1957-09-30,15.15727448896221,US
1957-10-31,14.149451489483534,US
1957-11-30,13.73624223529848,US
1957-12-31,13.673246057951383,US
1958-01-31,13.788431552307634,US
1958-02-28,13.784906390337678,US
1958-03-31,13.925589923892938,US
1958-04-30,13.913501765262778,US
1958-05-31,14.32382496840923,US
1958-06-30,14.635555551956267,US
1958-07-31,14.957457101901133,US
1958-08-31,15.544566891165923,US
1958-09-30,15.931923184092845,US
1958-10-31,16.559803310351572,US
1958-11-30,16.988883579386336,US
1958-12-31,17.35835736536996,US
1959-01-31,17.98033934299339,US
1959-02-28,17.759169263611422,US
1959-03-31,18.200871845485636,US
1959-04-30,18.430753048783426,US
1959-05-31,18.692721439594187,US
1959-06-30,18.44859139706648,US
1959-07-31,19.090533975796514,US
1959-08-31,18.95880364075021,US
1959-09-30,18.12329055675862,US
1959-10-31,18.02196244151543,US
1959-11-30,18.07178913057022,US
1959-12-31,18.624728977900112,US
1960-01-31,18.338284994375567,US
1960-02-29,17.54527510894598,US
1960-03-31,17.286020720522153,US
1960-04-30,17.429766947597205,US
1960-05-31,17.25617057872792,US
1960-06-30,17.823363817264745,US
1960-07-31,17.376806472898117,US
1960-08-31,17.582113039577674,US
1960-09-30,17.052015467817665,US
1960-10-31,16.605104536251027,US
1960-11-30,17.146088452419004,US
1960-12-31,17.562090833957125,US
1961-01-31,18.470416986477176,US
1961-02-28,19.234014498298354,US
1961-03-31,19.84422527272557,US
1961-04-30,20.38284297575478,US
1961-05-31,20.598606843297347,US
1961-06-30,20.332414551592294,US
1961-07-31,20.146643736827325,US
1961-08-31,20.941688475215194,US
1961-09-30,20.70524304414726,US
1961-10-31,20.92419014101079,US
1961-11-30,21.857957721959675,US
1961-12-31,22.041480198382267,US
1962-01-31,21.19793140001523,US
1962-02-28,21.451687754873376,US
1962-03-31,21.44315856852624,US
1962-04-30,20.658336447649038,US
1962-05-31,19.089367498116655,US
1962-06-30,16.82757124479247,US
1962-07-31,17.141325661322796,US
1962-08-31,17.571262631045535,US
1962-09-30,17.321461147465484,US
1962-10-31,16.739820967901334,US
1962-11-30,17.854386489497152,US
1962-12-31,18.585836118439865,US
